================================================================================
TCP Conversations
Filter:<No Filter>
                                                           |       <-      | |       ->      | |     Total     |    Relative    |   Duration   |
                                                           | Frames  Bytes | | Frames  Bytes | | Frames  Bytes |      Start     |              |
192.168.1.16:39862         <-> 113.45.75.182:30145              2 152 bytes       4 296 bytes       6 448 bytes    58.696915000         0.0273
192.168.1.16:47552         <-> 106.52.251.104:30164             2 152 bytes       4 296 bytes       6 448 bytes    58.704479000         0.0227
192.168.1.16:42606         <-> 8.134.150.230:30164              2 152 bytes       4 296 bytes       6 448 bytes    58.716235000         0.0184
192.168.1.16:46836         <-> 159.75.179.212:30164             2 152 bytes       4 296 bytes       6 448 bytes    58.756802000         0.0281
192.168.1.16:47452         <-> 8.138.223.141:30164              2 152 bytes       4 296 bytes       6 448 bytes    58.770204000         0.0235
192.168.1.16:38960         <-> 8.138.185.1:30164                2 152 bytes       4 296 bytes       6 448 bytes    58.784725000         0.0159
192.168.1.16:37486         <-> 223.5.5.5:53                     2 134 bytes       4 260 bytes       6 394 bytes    59.478876000         0.0327
2409:8a55:d0b2:e540:de23:c792:b390:8748:48996 <-> 2409:8c54:871:2::34:443          2 172 bytes       4 340 bytes       6 512 bytes    59.483111000         0.0242
192.168.1.16:46888         <-> 8.163.70.125:30146               2 152 bytes       4 296 bytes       6 448 bytes    60.012936000         0.0162
192.168.1.16:46890         <-> 8.163.70.125:30146               2 152 bytes       4 296 bytes       6 448 bytes    60.022632000         0.0175
192.168.1.16:37790         <-> 8.138.203.45:30160               2 152 bytes       4 296 bytes       6 448 bytes    60.500373000         0.0203
192.168.1.16:37792         <-> 8.138.203.45:30160               2 152 bytes       4 296 bytes       6 448 bytes    60.511395000         0.0188
192.168.1.16:39090         <-> 193.112.105.63:30160             2 152 bytes       4 296 bytes       6 448 bytes    60.570650000         0.0178
192.168.1.16:45836         <-> 8.148.243.225:30138              2 152 bytes       4 296 bytes       6 448 bytes    62.190000000         0.0179
192.168.1.16:45838         <-> 8.148.243.225:30138              2 152 bytes       4 296 bytes       6 448 bytes    62.199478000         0.0178
192.168.1.16:44528         <-> 8.134.111.16:30122               2 152 bytes       4 296 bytes       6 448 bytes    62.664657000         0.0335
192.168.1.16:44530         <-> 8.134.111.16:30122               2 152 bytes       4 296 bytes       6 448 bytes    62.673955000         0.0313
192.168.1.16:37618         <-> 223.5.5.5:53                     2 134 bytes       4 260 bytes       6 394 bytes    62.739869000         0.0341
2409:8a55:d0b2:e540:de23:c792:b390:8748:49128 <-> 2409:8c54:871:2::34:443          2 172 bytes       4 340 bytes       6 512 bytes    62.743361000         0.0263
192.168.1.16:43138         <-> 175.178.252.224:30176            2 152 bytes       4 296 bytes       6 448 bytes    63.024301000         0.0325
192.168.1.16:43140         <-> 175.178.252.224:30176            2 152 bytes       4 296 bytes       6 448 bytes    63.041489000         0.0248
192.168.1.16:37668         <-> 223.5.5.5:53                     2 134 bytes       4 260 bytes       6 394 bytes    63.730281000         0.0302
2409:8a55:d0b2:e540:de23:c792:b390:8748:49180 <-> 2409:8c54:871:2::34:443          2 172 bytes       4 340 bytes       6 512 bytes    63.735139000         0.0298
192.168.1.16:45948         <-> 8.138.7.148:30160                2 152 bytes       4 296 bytes       6 448 bytes    64.086799000         0.0221
192.168.1.16:37822         <-> 8.138.22.35:30160                2 152 bytes       4 296 bytes       6 448 bytes    64.098144000         0.0228
192.168.1.16:41018         <-> 139.159.200.209:30160            2 152 bytes       4 296 bytes       6 448 bytes    64.110182000         0.0206
192.168.1.16:48598         <-> 8.134.164.181:30160              2 152 bytes       4 296 bytes       6 448 bytes    64.121526000         0.0219
192.168.1.16:39632         <-> 113.45.63.107:30160              2 152 bytes       4 296 bytes       6 448 bytes    64.133343000         0.0233
192.168.1.16:43610         <-> 43.139.121.178:30160             2 152 bytes       4 296 bytes       6 448 bytes    64.145146000         0.0237
192.168.1.16:49084         <-> 121.37.250.241:30160             2 152 bytes       4 296 bytes       6 448 bytes    64.157382000         0.0244
192.168.1.16:49586         <-> 8.138.212.247:30160              2 152 bytes       4 296 bytes       6 448 bytes    64.169816000         0.0219
192.168.1.16:39236         <-> 193.112.105.63:30160             2 152 bytes       4 296 bytes       6 448 bytes    64.181366000         0.0211
192.168.1.16:49838         <-> 113.46.212.53:30160              2 152 bytes       4 296 bytes       6 448 bytes    64.192634000         0.0259
192.168.1.16:38810         <-> 42.193.185.105:30160             2 152 bytes       4 296 bytes       6 448 bytes    64.203980000         0.0290
192.168.1.16:46848         <-> 124.71.114.94:30160              2 152 bytes       4 296 bytes       6 448 bytes    64.220842000         0.0216
192.168.1.16:37954         <-> 8.138.203.45:30160               2 152 bytes       4 296 bytes       6 448 bytes    64.268557000         0.0154
192.168.1.16:38214         <-> 175.178.178.53:30160             2 152 bytes       4 296 bytes       6 448 bytes    64.276150000         0.0239
192.168.1.16:38242         <-> 8.134.49.4:30160                 2 152 bytes       4 296 bytes       6 448 bytes    64.318760000         0.0194
192.168.1.16:49574         <-> 113.46.199.175:30160             2 152 bytes       4 296 bytes       6 448 bytes    64.329485000         0.0249
192.168.1.16:47188         <-> 106.53.86.64:30160               2 152 bytes       4 296 bytes       6 448 bytes    64.341482000         0.0255
192.168.1.16:44368         <-> 42.194.159.192:30160             2 152 bytes       4 296 bytes       6 448 bytes    64.355056000         0.0247
192.168.1.16:38432         <-> 114.132.204.167:30139            2 152 bytes       4 296 bytes       6 448 bytes    66.297331000         0.0263
192.168.1.16:38434         <-> 114.132.204.167:30139            2 152 bytes       4 296 bytes       6 448 bytes    66.312159000         0.0270
192.168.1.16:46318         <-> 8.134.23.169:30138               2 152 bytes       4 296 bytes       6 448 bytes    66.400542000         0.0196
192.168.1.16:47056         <-> 123.207.85.65:30138              2 152 bytes       4 296 bytes       6 448 bytes    66.410381000         0.0258
192.168.1.16:37622         <-> 8.134.83.115:30138               2 152 bytes       4 296 bytes       6 448 bytes    66.423417000         0.0224
192.168.1.16:47040         <-> 1.14.201.64:30138                2 152 bytes       4 296 bytes       6 448 bytes    66.434297000         0.0234
192.168.1.16:40566         <-> 8.163.38.119:30138               2 152 bytes       4 296 bytes       6 448 bytes    66.446094000         0.0246
192.168.1.16:44032         <-> 193.112.75.147:30138             2 152 bytes       4 296 bytes       6 448 bytes    66.458750000         0.0263
192.168.1.16:40784         <-> 113.46.128.79:30164              2 152 bytes       4 296 bytes       6 448 bytes    66.459617000         0.0222
192.168.1.16:40786         <-> 113.46.128.79:30164              2 152 bytes       4 296 bytes       6 448 bytes    66.472589000         0.0226
192.168.1.16:41292         <-> 139.199.173.247:30138            2 152 bytes       4 296 bytes       6 448 bytes    66.472659000         0.0283
192.168.1.16:38606         <-> 8.148.216.6:30138                2 152 bytes       4 296 bytes       6 448 bytes    66.486732000         0.0202
192.168.1.16:47162         <-> 110.41.15.231:30138              2 152 bytes       4 296 bytes       6 448 bytes    66.531500000         0.0226
192.168.1.16:46068         <-> 8.148.243.225:30138              2 152 bytes       4 296 bytes       6 448 bytes    66.543822000         0.0206
192.168.1.16:40360         <-> 8.134.187.61:30138               2 152 bytes       4 296 bytes       6 448 bytes    66.553930000         0.0207
192.168.1.16:47784         <-> 139.9.100.127:30138              2 152 bytes       4 296 bytes       6 448 bytes    66.603162000         0.0277
192.168.1.16:42178         <-> 42.194.186.144:30138             2 152 bytes       4 296 bytes       6 448 bytes    66.617793000         0.0286
192.168.1.16:49084         <-> 116.205.179.132:30138            2 152 bytes       4 296 bytes       6 448 bytes    66.632655000         0.0245
192.168.1.16:48564         <-> 8.134.19.235:30138               2 152 bytes       4 296 bytes       6 448 bytes    66.645450000         0.0236
192.168.1.16:42518         <-> 113.46.140.0:30138               2 152 bytes       4 296 bytes       6 448 bytes    66.657125000         0.0203
192.168.1.16:48502         <-> 193.112.206.162:30138            2 152 bytes       4 296 bytes       6 448 bytes    66.668343000         0.0235
192.168.1.16:39482         <-> 113.45.245.253:30138             2 152 bytes       4 296 bytes       6 448 bytes    66.680282000         0.0261
192.168.1.16:37678         <-> 139.9.177.204:30138              2 152 bytes       4 296 bytes       6 448 bytes    66.693534000         0.0231
2409:8a55:d0b2:e540:de23:c792:b390:8748:42998 <-> 2001:4860:4847:400:::443         0 0 bytes         6 600 bytes       6 600 bytes    67.161710000        31.9149
192.168.1.16:37848         <-> 223.5.5.5:53                     2 134 bytes       4 260 bytes       6 394 bytes    67.168216000         0.0336
2409:8a55:d0b2:e540:de23:c792:b390:8748:49358 <-> 2409:8c54:871:2::34:443          2 172 bytes       4 340 bytes       6 512 bytes    67.171423000         0.0240
192.168.1.16:42452         <-> 172.217.119.4:443                0 0 bytes         6 480 bytes       6 480 bytes    67.466755000        31.6095
192.168.1.16:45694         <-> 129.204.22.74:30145              2 152 bytes       4 296 bytes       6 448 bytes    67.826238000         0.0274
192.168.1.16:43126         <-> 115.175.139.102:30145            2 152 bytes       4 296 bytes       6 448 bytes    67.840553000         0.0277
192.168.1.16:49268         <-> 111.230.39.49:30145              2 152 bytes       4 296 bytes       6 448 bytes    67.854475000         0.0284
192.168.1.16:39494         <-> 8.138.26.104:30145               2 152 bytes       4 296 bytes       6 448 bytes    67.869083000         0.0199
192.168.1.16:46634         <-> 139.159.218.34:30145             2 152 bytes       4 296 bytes       6 448 bytes    67.879156000         0.0280
192.168.1.16:42966         <-> 116.205.233.41:30145             2 152 bytes       4 296 bytes       6 448 bytes    67.894313000         0.0255
192.168.1.16:46810         <-> 134.175.71.253:30145             2 152 bytes       4 296 bytes       6 448 bytes    67.908062000         0.0268
192.168.1.16:46430         <-> 43.138.211.68:30145              2 152 bytes       4 296 bytes       6 448 bytes    67.921950000         0.0214
192.168.1.16:45744         <-> 175.178.99.41:30145              2 152 bytes       4 296 bytes       6 448 bytes    67.933149000         0.0217
192.168.1.16:46128         <-> 8.138.207.84:30145               2 152 bytes       4 296 bytes       6 448 bytes    67.944157000         0.0174
192.168.1.16:42250         <-> 8.138.7.133:30145                2 152 bytes       4 296 bytes       6 448 bytes    67.984498000         0.0215
192.168.1.16:37328         <-> 8.138.185.191:30145              2 152 bytes       4 296 bytes       6 448 bytes    67.995755000         0.0151
192.168.1.16:40450         <-> 129.204.166.60:30145             2 152 bytes       4 296 bytes       6 448 bytes    68.003966000         0.0242
192.168.1.16:46052         <-> 113.46.209.242:30145             2 152 bytes       4 296 bytes       6 448 bytes    68.016573000         0.0250
192.168.1.16:38908         <-> 8.134.215.2:30145                2 152 bytes       4 296 bytes       6 448 bytes    68.029568000         0.0231
192.168.1.16:47116         <-> 139.9.182.50:30145               2 152 bytes       4 296 bytes       6 448 bytes    68.041414000         0.0240
192.168.1.16:40320         <-> 113.45.75.182:30145              2 152 bytes       4 296 bytes       6 448 bytes    68.053883000         0.0284
192.168.1.16:44562         <-> 8.134.137.91:30145               2 152 bytes       4 296 bytes       6 448 bytes    68.067621000         0.0239
192.168.1.16:41212         <-> 139.9.56.50:30145                2 152 bytes       4 296 bytes       6 448 bytes    68.080932000         0.0248
192.168.1.16:40356         <-> 113.45.75.182:30145              2 152 bytes       4 296 bytes       6 448 bytes    68.889367000         0.0267
192.168.1.16:40358         <-> 113.45.75.182:30145              2 152 bytes       4 296 bytes       6 448 bytes    68.904019000         0.0197
192.168.1.16:37966         <-> 223.5.5.5:53                     2 134 bytes       4 260 bytes       6 394 bytes    69.475780000         0.0319
2409:8a55:d0b2:e540:de23:c792:b390:8748:49478 <-> 2409:8c54:871:2::34:443          2 172 bytes       4 340 bytes       6 512 bytes    69.480693000         0.0296
192.168.1.16:38638         <-> 114.132.204.167:30139            2 152 bytes       4 296 bytes       6 448 bytes    69.633601000         0.0233
192.168.1.16:38952         <-> 119.29.181.250:30139             2 152 bytes       4 296 bytes       6 448 bytes    69.646021000         0.0212
192.168.1.16:41832         <-> 43.139.250.199:30139             2 152 bytes       4 296 bytes       6 448 bytes    69.656920000         0.0234
192.168.1.16:44874         <-> 134.175.108.231:30139            2 152 bytes       4 296 bytes       6 448 bytes    69.669616000         0.0238
192.168.1.16:37948         <-> 8.138.216.65:30139               2 152 bytes       4 296 bytes       6 448 bytes    69.712558000         0.0162
192.168.1.16:44060         <-> 43.136.65.52:30139               2 152 bytes       4 296 bytes       6 448 bytes    69.721441000         0.0284
192.168.1.16:46266         <-> 8.138.92.167:30139               2 152 bytes       4 296 bytes       6 448 bytes    69.736278000         0.0193
192.168.1.16:42050         <-> 8.134.207.154:30139              2 152 bytes       4 296 bytes       6 448 bytes    69.758159000         0.0199
192.168.1.16:39586         <-> 8.134.140.0:30139                2 152 bytes       4 296 bytes       6 448 bytes    69.799120000         0.0229
192.168.1.16:46230         <-> 43.139.90.135:30139              2 152 bytes       4 296 bytes       6 448 bytes    69.811216000         0.0207
192.168.1.16:48280         <-> 43.139.233.86:30139              2 152 bytes       4 296 bytes       6 448 bytes    69.822487000         0.0234
192.168.1.16:39432         <-> 8.138.210.90:30139               2 152 bytes       4 296 bytes       6 448 bytes    69.834600000         0.0187
192.168.1.16:47396         <-> 8.163.70.125:30146               2 152 bytes       4 296 bytes       6 448 bytes    70.158446000         0.0143
192.168.1.16:47398         <-> 8.163.70.125:30146               2 152 bytes       4 296 bytes       6 448 bytes    70.165946000         0.0164
192.168.1.16:38294         <-> 8.138.203.45:30160               2 152 bytes       4 296 bytes       6 448 bytes    70.555290000         0.0164
192.168.1.16:38296         <-> 8.138.203.45:30160               2 152 bytes       4 296 bytes       6 448 bytes    70.564027000         0.0191
192.168.1.16:46344         <-> 8.148.243.225:30138              2 152 bytes       4 296 bytes       6 448 bytes    72.335114000         0.0230
192.168.1.16:46346         <-> 8.148.243.225:30138              2 152 bytes       4 296 bytes       6 448 bytes    72.347534000         0.0193
192.168.1.16:38116         <-> 223.5.5.5:53                     2 134 bytes       4 260 bytes       6 394 bytes    72.746791000         0.0281
2409:8a55:d0b2:e540:de23:c792:b390:8748:49626 <-> 2409:8c54:871:2::34:443          2 172 bytes       4 340 bytes       6 512 bytes    72.749916000         0.0264
192.168.1.16:45042         <-> 8.134.111.16:30122               2 152 bytes       4 296 bytes       6 448 bytes    72.833968000         0.0174
192.168.1.16:45044         <-> 8.134.111.16:30122               2 152 bytes       4 296 bytes       6 448 bytes    72.843189000         0.0158
192.168.1.16:43642         <-> 175.178.252.224:30176            2 152 bytes       4 296 bytes       6 448 bytes    73.099538000         0.0221
192.168.1.16:43644         <-> 175.178.252.224:30176            2 152 bytes       4 296 bytes       6 448 bytes    73.110918000         0.0263
192.168.1.16:49310         <-> 8.138.11.46:30176                2 152 bytes       4 296 bytes       6 448 bytes    73.124637000         0.0173
192.168.1.16:38178         <-> 223.5.5.5:53                     2 134 bytes       4 260 bytes       6 394 bytes    73.730104000         0.0209
2409:8a55:d0b2:e540:de23:c792:b390:8748:49690 <-> 2409:8c54:871:2::34:443          2 172 bytes       4 340 bytes       6 512 bytes    73.736239000         0.0308
192.168.1.16:46814         <-> 106.52.37.241:30146              2 152 bytes       4 296 bytes       6 448 bytes    74.898166000         0.0260
192.168.1.16:41218         <-> 139.159.228.85:30146             2 152 bytes       4 296 bytes       6 448 bytes    74.912360000         0.0281
192.168.1.16:39104         <-> 8.163.100.173:30146              2 152 bytes       4 296 bytes       6 448 bytes    74.926680000         0.0151
192.168.1.16:49730         <-> 8.148.226.188:30146              2 152 bytes       4 296 bytes       6 448 bytes    74.935265000         0.0193
192.168.1.16:48960         <-> 8.163.75.28:30146                2 152 bytes       4 296 bytes       6 448 bytes    74.945073000         0.0196
192.168.1.16:37240         <-> 8.163.64.134:30146               2 152 bytes       4 296 bytes       6 448 bytes    74.955394000         0.0156
192.168.1.16:41996         <-> 159.75.41.106:30146              2 152 bytes       4 296 bytes       6 448 bytes    74.963552000         0.0261
192.168.1.16:46616         <-> 139.9.197.222:30146              2 152 bytes       4 296 bytes       6 448 bytes    74.977380000         0.0185
192.168.1.16:47970         <-> 8.138.118.225:30146              2 152 bytes       4 296 bytes       6 448 bytes    74.986472000         0.0190
192.168.1.16:43654         <-> 43.139.138.200:30146             2 152 bytes       4 296 bytes       6 448 bytes    74.997497000         0.0257
192.168.1.16:47420         <-> 110.41.59.54:30146               2 152 bytes       4 296 bytes       6 448 bytes    75.010613000         0.0282
192.168.1.16:40762         <-> 43.140.37.172:30146              2 152 bytes       4 296 bytes       6 448 bytes    75.025522000         0.0240
192.168.1.16:47602         <-> 8.163.70.125:30146               2 152 bytes       4 296 bytes       6 448 bytes    75.037873000         0.0144
192.168.1.16:44746         <-> 111.230.244.59:30146             2 152 bytes       4 296 bytes       6 448 bytes    75.045880000         0.0290
192.168.1.16:41964         <-> 175.178.206.139:30146            2 152 bytes       4 296 bytes       6 448 bytes    75.061476000         0.0261
192.168.1.16:44094         <-> 8.138.160.66:30146               2 152 bytes       4 296 bytes       6 448 bytes    75.136285000         0.0181
192.168.1.16:47876         <-> 110.41.17.13:30146               2 152 bytes       4 296 bytes       6 448 bytes    75.146523000         0.0242
192.168.1.16:49656         <-> 124.71.63.22:30146               2 152 bytes       4 296 bytes       6 448 bytes    75.158340000         0.0223
192.168.1.16:40280         <-> 110.41.83.190:30146              2 152 bytes       4 296 bytes       6 448 bytes    75.169781000         0.0194
192.168.1.16:41278         <-> 113.46.128.79:30164              2 152 bytes       4 296 bytes       6 448 bytes    76.668318000         0.0240
192.168.1.16:41280         <-> 113.46.128.79:30164              2 152 bytes       4 296 bytes       6 448 bytes    76.680888000         0.0225
192.168.1.16:48602         <-> 43.139.233.86:30139              2 152 bytes       4 296 bytes       6 448 bytes    77.738520000         0.0247
192.168.1.16:48604         <-> 43.139.233.86:30139              2 152 bytes       4 296 bytes       6 448 bytes    77.751836000         0.0241
192.168.1.16:40772         <-> 113.45.75.182:30145              2 152 bytes       4 296 bytes       6 448 bytes    79.122234000         0.0190
192.168.1.16:40774         <-> 113.45.75.182:30145              2 152 bytes       4 296 bytes       6 448 bytes    79.131934000         0.0288
192.168.1.16:38380         <-> 223.5.5.5:53                     2 134 bytes       4 260 bytes       6 394 bytes    79.481575000         0.0317
2409:8a55:d0b2:e540:de23:c792:b390:8748:49890 <-> 2409:8c54:871:2::34:443          2 172 bytes       4 340 bytes       6 512 bytes    79.484981000         0.0280
192.168.1.16:47780         <-> 8.163.70.125:30146               2 152 bytes       4 296 bytes       6 448 bytes    80.326600000         0.0173
192.168.1.16:47782         <-> 8.163.70.125:30146               2 152 bytes       4 296 bytes       6 448 bytes    80.335824000         0.0160
192.168.1.16:38680         <-> 8.138.203.45:30160               2 152 bytes       4 296 bytes       6 448 bytes    80.645235000         0.0154
192.168.1.16:38682         <-> 8.138.203.45:30160               2 152 bytes       4 296 bytes       6 448 bytes    80.653541000         0.0200
192.168.1.16:49596         <-> 8.138.11.46:30176                2 152 bytes       4 296 bytes       6 448 bytes    80.745715000         0.0200
192.168.1.16:38060         <-> 106.53.85.146:30176              2 152 bytes       4 296 bytes       6 448 bytes    80.756452000         0.0260
192.168.1.16:40834         <-> 124.71.73.160:30176              2 152 bytes       4 296 bytes       6 448 bytes    80.769116000         0.0249
192.168.1.16:47484         <-> 110.41.15.146:30176              2 152 bytes       4 296 bytes       6 448 bytes    80.781769000         0.0178
192.168.1.16:49084         <-> 8.134.236.212:30176              2 152 bytes       4 296 bytes       6 448 bytes    80.791486000         0.0205
192.168.1.16:45686         <-> 106.53.106.242:30176             2 152 bytes       4 296 bytes       6 448 bytes    80.815840000         0.0234
192.168.1.16:48998         <-> 175.178.28.74:30176              2 152 bytes       4 296 bytes       6 448 bytes    80.828904000         0.0188
192.168.1.16:43958         <-> 175.178.252.224:30176            2 152 bytes       4 296 bytes       6 448 bytes    80.863751000         0.0244
192.168.1.16:43480         <-> 8.134.79.78:30176                2 152 bytes       4 296 bytes       6 448 bytes    80.875901000         0.0179
192.168.1.16:48360         <-> 121.37.243.173:30176             2 152 bytes       4 296 bytes       6 448 bytes    80.885582000         0.0329
192.168.1.16:37642         <-> 106.52.168.31:30176              2 152 bytes       4 296 bytes       6 448 bytes    80.938635000         0.0249
192.168.1.16:41812         <-> 139.199.15.235:30176             2 152 bytes       4 296 bytes       6 448 bytes    80.952065000         0.0230
192.168.1.16:42414         <-> 8.138.1.198:30176                2 152 bytes       4 296 bytes       6 448 bytes    80.963841000         0.0206
192.168.1.16:41944         <-> 8.134.179.187:30176              2 152 bytes       4 296 bytes       6 448 bytes    80.974237000         0.0154
192.168.1.16:38306         <-> 139.9.95.26:30176                2 152 bytes       4 296 bytes       6 448 bytes    80.982341000         0.0275
192.168.1.16:42130         <-> 8.134.83.142:30176               2 152 bytes       4 296 bytes       6 448 bytes    81.059414000         0.0185
192.168.1.16:40734         <-> 139.159.218.87:30122             2 152 bytes       4 296 bytes       6 448 bytes    82.137734000         0.0211
192.168.1.16:37760         <-> 113.45.147.202:30122             2 152 bytes       4 296 bytes       6 448 bytes    82.149280000         0.0221
192.168.1.16:42638         <-> 175.178.119.42:30122             2 152 bytes       4 296 bytes       6 448 bytes    82.160580000         0.0209
192.168.1.16:46788         <-> 8.148.243.225:30138              2 152 bytes       4 296 bytes       6 448 bytes    82.589697000         0.0199
192.168.1.16:46792         <-> 8.148.243.225:30138              2 152 bytes       4 296 bytes       6 448 bytes    82.599716000         0.0174
192.168.1.16:38544         <-> 223.5.5.5:53                     2 134 bytes       4 260 bytes       6 394 bytes    82.740511000         0.0259
2409:8a55:d0b2:e540:de23:c792:b390:8748:37058 <-> 2409:8c54:871:2::34:443          2 172 bytes       4 340 bytes       6 512 bytes    82.745182000         0.0214
192.168.1.16:49734         <-> 8.138.11.46:30176                2 152 bytes       4 296 bytes       6 448 bytes    83.172401000         0.0167
192.168.1.16:49738         <-> 8.138.11.46:30176                2 152 bytes       4 296 bytes       6 448 bytes    83.181339000         0.0208
192.168.1.16:48666         <-> 42.193.229.107:30122             2 152 bytes       4 296 bytes       6 448 bytes    83.212011000         0.0216
192.168.1.16:48668         <-> 42.193.229.107:30122             2 152 bytes       4 296 bytes       6 448 bytes    83.223152000         0.0291
192.168.1.16:41674         <-> 139.159.218.141:30122            2 152 bytes       4 296 bytes       6 448 bytes    84.672838000         0.0218
192.168.1.16:48712         <-> 42.193.229.107:30122             2 152 bytes       4 296 bytes       6 448 bytes    84.684213000         0.0269
192.168.1.16:40340         <-> 110.41.76.108:30122              2 152 bytes       4 296 bytes       6 448 bytes    84.698847000         0.0245
192.168.1.16:40106         <-> 8.134.212.55:30122               2 152 bytes       4 296 bytes       6 448 bytes    84.712185000         0.0208
192.168.1.16:41524         <-> 43.138.182.34:30122              2 152 bytes       4 296 bytes       6 448 bytes    84.720215000         0.0254
192.168.1.16:45348         <-> 1.14.191.147:30122               2 152 bytes       4 296 bytes       6 448 bytes    84.734207000         0.0230
192.168.1.16:45552         <-> 8.134.111.16:30122               2 152 bytes       4 296 bytes       6 448 bytes    84.746505000         0.0136
192.168.1.16:38136         <-> 8.138.36.224:30122               2 152 bytes       4 296 bytes       6 448 bytes    84.754008000         0.0226
192.168.1.16:44480         <-> 8.134.51.117:30122               2 152 bytes       4 296 bytes       6 448 bytes    84.765892000         0.0195
192.168.1.16:49654         <-> 106.52.238.195:30122             2 152 bytes       4 296 bytes       6 448 bytes    84.789258000         0.0284
192.168.1.16:49204         <-> 8.134.148.241:30122              2 152 bytes       4 296 bytes       6 448 bytes    84.806067000         0.0190
192.168.1.16:44450         <-> 159.75.47.33:30122               2 152 bytes       4 296 bytes       6 448 bytes    84.815946000         0.0236
192.168.1.16:46890         <-> 113.45.6.108:30122               2 152 bytes       4 296 bytes       6 448 bytes    84.828020000         0.0224
192.168.1.16:44644         <-> 8.134.93.241:30122               2 152 bytes       4 296 bytes       6 448 bytes    84.839107000         0.0209
192.168.1.16:41698         <-> 113.46.128.79:30164              2 152 bytes       4 296 bytes       6 448 bytes    86.866427000         0.0271
192.168.1.16:41700         <-> 113.46.128.79:30164              2 152 bytes       4 296 bytes       6 448 bytes    86.880772000         0.0230
192.168.1.16:49026         <-> 43.139.233.86:30139              2 152 bytes       4 296 bytes       6 448 bytes    87.926510000         0.0205
192.168.1.16:49028         <-> 43.139.233.86:30139              2 152 bytes       4 296 bytes       6 448 bytes    87.937498000         0.0265
192.168.1.16:37330         <-> 8.134.85.51:30164                2 152 bytes       4 296 bytes       6 448 bytes    88.828477000         0.0170
192.168.1.16:46134         <-> 43.139.189.108:30164             2 152 bytes       4 296 bytes       6 448 bytes    88.837752000         0.0228
192.168.1.16:44602         <-> 101.33.232.18:30164              2 152 bytes       4 296 bytes       6 448 bytes    88.849795000         0.0398
192.168.1.16:39576         <-> 8.138.161.195:30164              2 152 bytes       4 296 bytes       6 448 bytes    88.867870000         0.0296
192.168.1.16:37464         <-> 115.175.137.151:30164            2 152 bytes       4 296 bytes       6 448 bytes    88.887451000         0.0228
192.168.1.16:39596         <-> 124.71.27.194:30164              2 152 bytes       4 296 bytes       6 448 bytes    88.900128000         0.0293
192.168.1.16:45058         <-> 159.75.79.228:30164              2 152 bytes       4 296 bytes       6 448 bytes    88.915049000         0.0265
192.168.1.16:41770         <-> 113.46.128.79:30164              2 152 bytes       4 296 bytes       6 448 bytes    88.928132000         0.0248
192.168.1.16:49262         <-> 8.134.12.120:30164               2 152 bytes       4 296 bytes       6 448 bytes    88.941686000         0.0170
192.168.1.16:43646         <-> 129.204.25.58:30164              2 152 bytes       4 296 bytes       6 448 bytes    88.950993000         0.0231
192.168.1.16:40890         <-> 139.159.137.20:30164             2 152 bytes       4 296 bytes       6 448 bytes    88.962814000         0.0267
192.168.1.16:40588         <-> 8.138.174.98:30164               2 152 bytes       4 296 bytes       6 448 bytes    88.976148000         0.0196
192.168.1.16:48892         <-> 106.52.251.104:30164             2 152 bytes       4 296 bytes       6 448 bytes    88.987156000         0.0246
192.168.1.16:43944         <-> 8.134.150.230:30164              2 152 bytes       4 296 bytes       6 448 bytes    88.999759000         0.0187
192.168.1.16:48172         <-> 159.75.179.212:30164             2 152 bytes       4 296 bytes       6 448 bytes    89.041644000         0.0252
192.168.1.16:48788         <-> 8.138.223.141:30164              2 152 bytes       4 296 bytes       6 448 bytes    89.055374000         0.0197
192.168.1.16:40296         <-> 8.138.185.1:30164                2 152 bytes       4 296 bytes       6 448 bytes    89.065746000         0.0165
192.168.1.16:41232         <-> 113.45.75.182:30145              2 152 bytes       4 296 bytes       6 448 bytes    89.273191000         0.0281
192.168.1.16:41234         <-> 113.45.75.182:30145              2 152 bytes       4 296 bytes       6 448 bytes    89.287884000         0.0269
192.168.1.16:48246         <-> 8.163.70.125:30146               2 152 bytes       4 296 bytes       6 448 bytes    90.480082000         0.0226
192.168.1.16:48250         <-> 8.163.70.125:30146               2 152 bytes       4 296 bytes       6 448 bytes    90.492031000         0.0139
192.168.1.16:40444         <-> 193.112.105.63:30160             2 152 bytes       4 296 bytes       6 448 bytes    91.012607000         0.0303
192.168.1.16:40446         <-> 193.112.105.63:30160             2 152 bytes       4 296 bytes       6 448 bytes    91.029009000         0.0241
192.168.1.16:38952         <-> 223.5.5.5:53                     2 134 bytes       4 260 bytes       6 394 bytes    92.740068000         0.0240
2409:8a55:d0b2:e540:de23:c792:b390:8748:37462 <-> 2409:8c54:871:2::34:443          2 172 bytes       4 340 bytes       6 512 bytes    92.743984000         0.0246
192.168.1.16:47210         <-> 8.148.243.225:30138              2 152 bytes       4 296 bytes       6 448 bytes    92.747136000         0.0195
192.168.1.16:47212         <-> 8.148.243.225:30138              2 152 bytes       4 296 bytes       6 448 bytes    92.757270000         0.0178
192.168.1.16:37138         <-> 8.138.11.46:30176                2 152 bytes       4 296 bytes       6 448 bytes    93.269242000         0.0178
192.168.1.16:37140         <-> 8.138.11.46:30176                2 152 bytes       4 296 bytes       6 448 bytes    93.279327000         0.0158
